age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,high_income
age3,Private,somecollege,average-education,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
age1,Self-emp-not-inc,somecollege,average-education,Never-married,Farming-fishing,Own-child,White,Male,extra-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,part-time,United-States,<=50K
age3,Self-emp-inc,college,high-education,Never-married,Exec-managerial,Not-in-family,White,Female,full-time,France,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Sales,Husband,White,Male,full-time,Cuba,>50K
age3,Private,somecollege,average-education,Never-married,Machine-op-inspct,Not-in-family,White,Male,full-time,Puerto-Rico,<=50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,extra-time,United-States,>50K
age6,Private,somecollege,average-education,Divorced,Other-service,Unmarried,White,Female,part-time,United-States,<=50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,Mexico,<=50K
age2,Federal-gov,somecollege,average-education,Married-civ-spouse,Tech-support,Wife,White,Female,full-time,United-States,<=50K
age4,Local-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,<=50K
age5,Private,somecollege,average-education,Separated,Craft-repair,Unmarried,White,Male,full-time,United-States,<=50K
age7,Federal-gov,somecollege,average-education,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,full-time,United-States,<=50K
age4,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,Italy,>50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Farming-fishing,Husband,White,Male,extra-time,United-States,<=50K
age3,Private,somecollege,average-education,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
age2,Local-gov,somecollege,average-education,Divorced,Other-service,Unmarried,White,Female,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
age5,Private,pre-college,some-education,Separated,Transport-moving,Unmarried,Black,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age5,Self-emp-inc,college,high-education,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,extra-time,South,>50K
age7,Private,pre-college,some-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,extra-time,United-States,<=50K
age6,Private,college,high-education,Divorced,Sales,Not-in-family,Black,Male,extra-time,United-States,>50K
age5,Federal-gov,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age3,Self-emp-not-inc,college,high-education,Married-civ-spouse,Farming-fishing,Husband,White,Male,excessive-time,United-States,<=50K
age5,Private,somecollege,average-education,Divorced,Prof-specialty,Unmarried,White,Female,full-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
age7,Self-emp-not-inc,prof_doctorate,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,part-time,United-States,>50K
age5,Self-emp-inc,somecollege,average-education,Separated,Farming-fishing,Not-in-family,White,Male,extra-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Sales,Own-child,Black,Female,full-time,United-States,<=50K
age4,Private,pre-college,some-education,Married-civ-spouse,Craft-repair,Own-child,Other,Male,full-time,United-States,>50K
age8,Private,prof_doctorate,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,>50K
age5,Private,somecollege,average-education,Divorced,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
age6,Private,somecollege,average-education,Divorced,Other-service,Other-relative,White,Female,part-time,United-States,<=50K
age4,Private,pre-college,some-education,Separated,Other-service,Unmarried,Black,Female,part-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,>50K
age1,Private,pre-college,some-education,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,extra-time,United-States,<=50K
age2,Private,somecollege,average-education,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
age5,Private,college,high-education,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Prof-specialty,Own-child,White,Male,part-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Never-married,Sales,Own-child,White,Male,part-time,United-States,<=50K
age2,Private,pre-college,low-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age3,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,Ireland,>50K
age2,Private,somecollege,average-education,Never-married,Craft-repair,Not-in-family,Black,Male,full-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
age2,Local-gov,somecollege,average-education,Married-civ-spouse,Tech-support,Wife,White,Female,part-time,Nicaragua,>50K
age2,Private,prof_doctorate,high-education,Never-married,Prof-specialty,Not-in-family,White,Male,extra-time,Germany,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age5,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age2,Private,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Machine-op-inspct,Unmarried,White,Female,part-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
age7,Self-emp-not-inc,college,high-education,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Prof-specialty,Own-child,White,Male,part-time,United-States,<=50K
age6,Private,somecollege,average-education,Divorced,Prof-specialty,Unmarried,White,Female,full-time,United-States,<=50K
age5,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
age4,Private,somecollege,average-education,Divorced,Prof-specialty,Not-in-family,White,Male,extra-time,United-States,>50K
age4,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,<=50K
age5,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,Germany,>50K
age6,Private,pre-college,some-education,Widowed,Other-service,Unmarried,Black,Female,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
age5,Local-gov,somecollege,average-education,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
age6,Private,somecollege,average-education,Widowed,Sales,Not-in-family,White,Female,part-time,United-States,<=50K
age1,Private,pre-college,some-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,Guatemala,<=50K
age4,Private,pre-college,some-education,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
age2,State-gov,somecollege,average-education,Never-married,Protective-serv,Unmarried,Black,Female,full-time,United-States,<=50K
age1,Federal-gov,somecollege,average-education,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,extra-time,United-States,<=50K
age2,Local-gov,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Other-service,Husband,Black,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,full-time,South,<=50K
age1,Private,somecollege,average-education,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
age2,Private,prof_doctorate,high-education,Married-civ-spouse,Exec-managerial,Wife,White,Female,full-time,United-States,>50K
age2,Private,somecollege,average-education,Never-married,Adm-clerical,Not-in-family,White,Male,extra-time,United-States,<=50K
age2,Private,pre-college,some-education,Never-married,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
age7,Private,pre-college,low-education,Widowed,Other-service,Not-in-family,White,Female,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Own-child,Black,Male,full-time,United-States,<=50K
age1,Private,pre-college,some-education,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Farming-fishing,Own-child,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Other-relative,Black,Male,part-time,United-States,<=50K
age7,Federal-gov,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age2,Private,college,high-education,Married-civ-spouse,Sales,Husband,White,Male,extra-time,United-States,<=50K
age5,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age2,Private,college,high-education,Never-married,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Machine-op-inspct,Not-in-family,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Not-in-family,White,Male,full-time,United-States,<=50K
age1,Private,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Female,part-time,United-States,<=50K
age4,State-gov,somecollege,average-education,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
age5,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
age2,Self-emp-not-inc,somecollege,average-education,Divorced,Craft-repair,Not-in-family,White,Male,extra-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,>50K
age2,Federal-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,extra-time,United-States,>50K
age6,Self-emp-not-inc,pre-college,some-education,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Divorced,Handlers-cleaners,Unmarried,Black,Female,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Never-married,Craft-repair,Not-in-family,White,Male,extra-time,United-States,>50K
age5,Private,pre-college,low-education,Married-civ-spouse,Craft-repair,Husband,Other,Male,full-time,Puerto-Rico,>50K
